,Audit Round,Collection Number,Council,Location,Latitude,Longitude,Date,Time,Traffic_Count_Total,Butts bits/packs/matches/lighters Glass,Butts bits/packs/matches/lighters Metal,Butts bits/packs/matches/lighters Paper,Butts bits/packs/matches/lighters Plastic,Butts bits/packs/matches/lighters Total,Beverage - Alcohol Glass,Beverage - Alcohol Metal,Beverage - Alcohol Paper,Beverage - Alcohol Plastic,Beverage - Alcohol Total,Beverage - Milk Glass,Beverage - Milk Metal,Beverage - Milk Paper,Beverage - Milk Plastic,Beverage - Milk Total,Beverage - Non Alcohol Glass,Beverage - Non Alcohol Metal,Beverage - Non Alcohol Paper,Beverage - Non Alcohol Plastic,Beverage - Non Alcohol Total,Beverage bits Glass,Beverage bits Metal,Beverage bits Paper,Beverage bits Plastic,Beverage bits Total,Lolly/ice cream/snack/wraps Glass,Lolly/ice cream/snack/wraps Metal,Lolly/ice cream/snack/wraps Paper,Lolly/ice cream/snack/wraps Plastic,Food wrap/Film Glass,Food wrap/Film Metal,Food wrap/Film Paper,Food wrap/Film Plastic,Food wrap/Film Total,Take away pack/plates/clams/bags Glass,Take away pack/plates/clams/bags Metal,Take away pack/plates/clams/bags Paper,Take away pack/plates/clams/bags Plastic,Take away pack/plates/clams/bags Total,Utensils/straws/sticks/bread ties/bits Glass,Utensils/straws/sticks/bread ties/bits Metal,Utensils/straws/sticks/bread ties/bits Paper,Utensils/straws/sticks/bread ties/bits Plastic,Utensils/straws/sticks/bread ties/bits Total,Receipts/tickets/paper pieces Glass,Receipts/tickets/paper pieces Metal,Receipts/tickets/paper pieces Plastic,Receipts/tickets/paper pieces Total,Personal/toys/sports gear/hair clips Glass,Personal/toys/sports gear/hair clips Metal,Personal/toys/sports gear/hair clips Paper,Personal/toys/sports gear/hair clips Plastic,Personal/toys/sports gear/hair clips Total,Other Glass,Other Metal,Other Paper,Other Plastic,Other Total,Total Glass,Total Metal,Total Paper,Total Plastic,Total Waste In Council
106,Round 2,Site 30,Goondiwindi RC,Cunningham Hwy,-28.49829,150.56354,2015-05-27,4:30pm,5,0,0,0,0,0,3,0,0,0,3,0,0,0,2,2,1,0,0,9,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4,0,4,20,28
107,Round 2,Site 32,Goondiwindi RC,Cunningham Hwy,-28.409364,151.227522,2015-05-28,11:20am,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
108,Round 2,Site 33,Goondiwindi RC,Cunningham Hwy,-28.492725,150.529419,2015-05-27,4:05pm,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,5,11
109,Round 2,Site 34,Balonne SC,Moonie Hwy,-27.99254,148.6595,2015-05-18,8.00am,5,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,13
110,Round 2,Site 35,Western Downs RC,Moonie Hwy,-27.62157,150.49385,2015-05-19,12.55pm,2,0,0,0,1,1,1,0,0,0,1,0,0,0,9,9,1,0,1,29,31,20,0,0,62,82,0,0,1,3,0,3,0,0,3,0,0,8,4,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,10,110,145
111,Round 2,Site 36,Western Downs RC,Moonie Hwy,-27.52235,150.64522,2015-05-19,2.15pm,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1,0,0,33,34,0,0,0,18,18,0,0,0,9,6,4,0,6,16,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,89,100
112,Round 2,Site 37,Balonne SC,Moonie Hwy,-27.96873,148.93798,2015-05-18,9.00am,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11
113,Round 2,Site 38,Western Downs RC,Moonie Hwy,-27.32852,150.92941,2015-05-19,4.25pm,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,9,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,18
114,Round 2,Site 39,Western Downs RC,Moonie Hwy,-27.96562,149.49045,2015-05-19,10.00am,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,2,14,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,3,19
115,Round 2,Site 40,Western Downs RC,Moonie Hwy,-27.92569,149.76821,2015-05-18,11.25am,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,21
116,Round 2,Site 41,Western Downs RC,Moonie Hwy,-27.70565,150.37946,2015-05-19,12.00pm,4,0,0,0,0,0,29,0,0,0,29,0,0,0,0,0,5,0,0,21,26,33,0,0,5,38,0,0,0,7,1,2,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,0,35,105
117,Round 2,Site 42,Western Downs RC,Moonie Hwy,-27.47481,150.74769,2015-05-18,3.15pm,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
118,Round 2,Site 43,Western Downs RC,Moonie Hwy,-27.33504,150.8456,2015-05-19,3.45pm,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,24,26,0,0,0,0,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,29,36
119,Round 2,Site 44,Western Downs RC,Moonie Hwy,-27.92741,149.87367,2015-05-18,12.00pm,2,0,0,0,0,0,4,1,0,20,25,0,0,0,1,1,0,0,0,7,7,2,0,0,9,11,0,0,0,5,0,2,0,1,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,43,55
120,Round 2,Site 45,Western Downs RC,Moonie Hwy,-27.83196,150.15318,2015-05-18,12.45pm,0,0,0,0,0,0,2,0,0,0,2,0,0,0,11,11,1,0,0,8,9,34,0,1,24,59,0,0,0,16,1,0,0,1,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,63,102
121,Round 2,Site 46,Toowoomba RC,New England Hwy,-27.51216,151.95424,2015-06-11,9:15am,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
122,Round 2,Site 48,Toowoomba RC,New England Hwy,,,2015-06-10,11:35am,2,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,200,0,0,0,200,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,1,0,208
123,Round 2,Site 49,Toowoomba RC,New England Hwy,-27.42113,151.99307,2015-06-10,10:25am,12,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,7,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,25
124,Round 2,Site 50,Toowoomba RC,New England Hwy,-27.716,151.911,2015-06-10,3:25pm,23,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,16
125,Round 2,Site 47,Southern Downs RC,New England Hwy,-28.28771,151.9528,2015-05-19,2:15pm,29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,5,0,0,3,11,14,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,21,27
126,Round 2,Site 52,Toowoomba RC,New England Hwy,-27.71627,151.90047,2015-06-10,9:30am,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Round 2,Site 55,Maranoa RC,Warrego Hwy,-26.48611,147.851436,2015-05-26,2:51pm,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4
128,Round 2,Site 56,Maranoa RC,Warrego Hwy,-26.6209,149.457068,2015-05-27,10:00am,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,9
129,Round 2,Site 57,Toowoomba RC,Warrego Hwy,-27.565,151.99,2015-06-10,4:10pm,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
130,Round 2,Site 59,Western Downs RC,Warrego Hwy,-26.64315,150.0113,2015-05-20,10:44am,15,0,0,2,1,3,0,0,0,0,0,0,0,0,4,4,0,0,0,6,6,66,0,0,53,119,0,0,2,5,0,2,0,4,6,0,0,2,1,3,0,0,0,9,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,66,3,6,83,158
131,Round 2,Site 60,Maranoa RC,Warrego Hwy,-26.48697,148.041911,2015-05-26,3:30pm,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
132,Round 2,Site 61,Maranoa RC,Warrego Hwy,-26.598035,149.300086,2015-05-27,10:50am,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18
133,Round 2,Site 62,Toowoomba RC,Warrego Hwy,-27.46388,151.73211,2015-06-10,2:15pm,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,2,19,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,42,2,56
134,Round 2,Site 63,Western Downs RC,Warrego Hwy,-26.75388,150.65316,2015-05-21,11:15am,26,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,6,0,0,7,13,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,20,29
135,Round 2,Site 64,Western Downs RC,Warrego Hwy,-26.65508,150.16703,2015-05-20,12:00pm,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,72,0,0,0,72,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,6,79
136,Round 2,Site 65,Maranoa RC,Warrego Hwy,-26.581306,148.71761,2015-05-27,11:20am,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Round 2,Site 66,Maranoa RC,Warrego Hwy,-26.581431,148.718428,2015-05-26,1:49pm,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3
138,Round 2,Site 67,Toowoomba RC,Warrego Hwy,-27.41275,151.67678,2015-06-10,1:45pm,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,12,0,0,0,12
139,Round 2,Site 68,Toowoomba RC,Warrego Hwy,-27.57155,151.98162,2015-06-11,9:40am,74,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,2,0,8
140,Round 2,Site 69,Western Downs RC,Warrego Hwy,-26.96969,150.98376,2015-05-21,12:00pm,18,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,7
141,Round 2,Site 70,Western Downs RC,Warrego Hwy,-26.67732,150.41197,2015-05-20,1:45pm,26,0,0,0,0,0,3,0,0,0,3,0,0,0,4,4,0,0,0,6,6,2,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,18
142,Round 2,Site 71,Mackay RC,Peak Downs Hwy,-22.0492,148.13158,2015-05-26,3:15pm,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,2,93,0,0,2,4,0,0,1,8,9,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,4,18,112
143,Round 2,Site 72,Mackay RC,Peak Downs Hwy,-21.60861,148.72612,2015-06-04,8:15am,22,0,0,0,1,1,1,0,0,0,1,0,0,0,3,3,0,0,0,15,15,88,0,1,17,106,0,0,1,4,0,0,1,14,15,0,0,10,3,13,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,32,45,89,0,26,92,207
144,Round 2,Site 73,Mackay RC,Peak Downs Hwy,-21.38817,148.94095,2015-06-04,11:25am,15,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,0,1,7,8,115,0,0,5,120,0,1,3,26,0,2,2,26,30,0,0,7,4,11,0,0,0,6,6,0,0,0,0,0,0,0,1,1,0,0,86,70,156,115,3,99,151,368
145,Round 2,Site 74,Mackay RC,Peak Downs Hwy,-21.88514,148.41015,2015-06-03,1:53pm,19,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,55,0,0,1,56,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,58,0,0,16,74
146,Round 2,Site 75,Mackay RC,Peak Downs Hwy,-21.814,148.6812,2015-06-03,3:28pm,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
147,Round 2,Site 76,Mackay RC,Peak Downs Hwy,-21.50784,148.79193,2015-06-04,9:51am,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,82,0,0,35,117,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,82,0,0,53,135
148,Round 2,Site 77,Mackay RC,Peak Downs Hwy,-21.94138,148.30023,2015-05-26,4:15pm,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3
149,Round 2,Site 78,Mackay RC,Peak Downs Hwy,-21.81344,148.68217,2015-06-03,3:57pm,25,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,7,7,0,0,1,1,2,0,0,0,0,0,0,4,1,5,0,0,1,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,11,18,29
150,Round 2,Site 79,Mackay RC,Peak Downs Hwy,-21.43302,148.87991,2015-06-04,10:34am,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4
151,Round 2,Site 80,Mackay RC,Peak Downs Hwy,-22.2511,147.99232,2015-05-26,11:30am,5,0,0,2,2,4,8,0,0,0,8,0,0,0,9,9,0,0,0,13,13,49,0,0,10,59,0,0,0,48,15,2,0,10,27,0,0,3,1,4,0,0,0,15,15,0,0,0,0,0,2,0,0,2,0,4,0,0,4,72,8,5,108,193
152,Round 2,Site 81,Mackay RC,Peak Downs Hwy,-22.19632,148.02146,2015-05-26,1:10pm,8,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,6,6,42,0,0,7,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,14,64
153,Round 2,Site 82,Mackay RC,Peak Downs Hwy,-22.12068,148.08086,2015-05-26,1:50pm,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,0,1,21,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,4,25
154,Round 2,Site 51,Southern Downs RC,New England Hwy,-28.32401,151.91914,2015-05-19,1:35pm,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,9,10,5,0,0,1,6,0,0,1,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,13,23
155,Round 2,Site 53,Southern Downs RC,New England Hwy,-28.29997,151.92949,2015-05-19,2:00pm,20,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
156,Round 2,Site 54,Southern Downs RC,New England Hwy,-28.45226,151.95573,2015-05-19,1:00pm,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2,17
157,Round 3,Site 24,Southern Downs RC,Cunningham Hwy,-28.1811,151.90774,2016-01-20,11.45am,9,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,6,30
158,Round 3,Site 25,Southern Downs RC,Cunningham Hwy,-28.059344,152.321498,2016-01-20,3.00pm,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,5
159,Round 3,Site 28,Southern Downs RC,Cunningham Hwy,-28.20083,151.95254,2016-01-20,11.00am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,11,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,25,34
160,Round 3,Site 31,Southern Downs RC,Cunningham Hwy,-28.074186,152.186912,2016-01-20,9.30am,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,6,0,0,5,6,11,0,0,0,2,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,20,30
161,Round 3,Site 47,Southern Downs RC,New England Hwy,-28.28771,151.9528,2016-01-21,9.00am,9,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,26,0,0,5,11,0,0,2,0,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,17,52
162,Round 3,Site 1,Balonne SC,Barwon Hwy,-28.34648,148.83425,,,1,0,0,0,0,0,62,0,0,0,62,0,0,0,0,0,60,0,0,0,60,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,1,3,126
163,Round 3,Site 2,Balonne SC,Barwon Hwy,-28.353551,148.953699,2016-01-19,11.04am,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
164,Round 3,Site 3,Goondiwindi RC,Barwon Hwy,-28.419,149.6741,2016-01-19,9.20am,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,7,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,37,1,1,2,41
165,Round 3,Site 4,Goondiwindi RC,Barwon Hwy,-28.44234,149.72693,2016-01-19,9.07am,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
166,Round 3,Site 5,Goondiwindi RC,Barwon Hwy,-28.47378,149.51393,2016-01-19,10.04am,3,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,7
167,Round 3,Site 6,Balonne SC,Barwon Hwy,-28.356073,148.884019,2016-01-19,11.20am,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5
168,Round 3,Site 7,Goondiwindi RC,Barwon Hwy,-28.4366,149.77331,2016-01-19,8.45am,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5
169,Round 3,Site 8,Goondiwindi RC,Barwon Hwy,-28.42587,149.94518,2016-01-19,7.10am,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,2,8
170,Round 3,Site 9,Goondiwindi RC,Barwon Hwy,-28.50042,150.12953,2016-01-19,6.24am,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4
171,Round 3,Site 10,Goondiwindi RC,Barwon Hwy,-28.46433,150.03195,2016-01-19,6.40am,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Round 3,Site 11,Maranoa RC,Carnarvon Hwy,-26.197053,148.703538,2016-01-29,2.53pm,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3
173,Round 3,Site 12,Maranoa RC,Carnarvon Hwy,-26.658199,148.875451,2016-01-29,7.30am,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,55,4,0,0,0,4,0,0,0,0,0,0,2,1,3,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,4,2,65
174,Round 3,Site 13,Balonne SC,Carnarvon Hwy,-27.68305,148.81744,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
175,Round 3,Site 14,Balonne SC,Carnarvon Hwy,-28.34238,148.83122,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8
176,Round 3,Site 15,Balonne SC,Carnarvon Hwy,-28.945315,148.9741,2016-01-11,6.15am,2,0,0,0,0,0,20,0,0,0,20,0,0,0,3,3,5,0,0,6,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12,37
177,Round 3,Site 16,Maranoa RC,Carnarvon Hwy,-26.476452,148.799126,2016-02-02,9.00am,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
