,Audit Round,Collection Number,Council,Location,Latitude,Longitude,Date,Time,Traffic_Count_Total,Butts bits/packs/matches/lighters Glass,Butts bits/packs/matches/lighters Metal,Butts bits/packs/matches/lighters Paper,Butts bits/packs/matches/lighters Plastic,Butts bits/packs/matches/lighters Total,Beverage - Alcohol Glass,Beverage - Alcohol Metal,Beverage - Alcohol Paper,Beverage - Alcohol Plastic,Beverage - Alcohol Total,Beverage - Milk Glass,Beverage - Milk Metal,Beverage - Milk Paper,Beverage - Milk Plastic,Beverage - Milk Total,Beverage - Non Alcohol Glass,Beverage - Non Alcohol Metal,Beverage - Non Alcohol Paper,Beverage - Non Alcohol Plastic,Beverage - Non Alcohol Total,Beverage bits Glass,Beverage bits Metal,Beverage bits Paper,Beverage bits Plastic,Beverage bits Total,Lolly/ice cream/snack/wraps Glass,Lolly/ice cream/snack/wraps Metal,Lolly/ice cream/snack/wraps Paper,Lolly/ice cream/snack/wraps Plastic,Food wrap/Film Glass,Food wrap/Film Metal,Food wrap/Film Paper,Food wrap/Film Plastic,Food wrap/Film Total,Take away pack/plates/clams/bags Glass,Take away pack/plates/clams/bags Metal,Take away pack/plates/clams/bags Paper,Take away pack/plates/clams/bags Plastic,Take away pack/plates/clams/bags Total,Utensils/straws/sticks/bread ties/bits Glass,Utensils/straws/sticks/bread ties/bits Metal,Utensils/straws/sticks/bread ties/bits Paper,Utensils/straws/sticks/bread ties/bits Plastic,Utensils/straws/sticks/bread ties/bits Total,Receipts/tickets/paper pieces Glass,Receipts/tickets/paper pieces Metal,Receipts/tickets/paper pieces Plastic,Receipts/tickets/paper pieces Total,Personal/toys/sports gear/hair clips Glass,Personal/toys/sports gear/hair clips Metal,Personal/toys/sports gear/hair clips Paper,Personal/toys/sports gear/hair clips Plastic,Personal/toys/sports gear/hair clips Total,Other Glass,Other Metal,Other Paper,Other Plastic,Other Total,Total Glass,Total Metal,Total Paper,Total Plastic,Total Waste In Council
35,Round 1,Site 39,Western Downs RC,Moonie Hwy,-27.96562,149.49045,2014-10-13,5.00 pm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,8,9,11,0,0,5,16,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,16,30
36,Round 1,Site 40,Western Downs RC,Moonie Hwy,-27.92569,149.76821,2014-10-14,11.45 am,4,0,0,1,0,1,12,0,0,0,12,0,0,0,13,13,4,0,0,8,12,30,0,0,35,65,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,64,111
37,Round 1,Site 41,Western Downs RC,Moonie Hwy,-27.70565,150.37946,2014-10-14,3.20 PM,8,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,11,1,1,15,28,5,0,1,7,13,0,0,0,4,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,2,30,71
38,Round 1,Site 42,Western Downs RC,Moonie Hwy,-27.47481,150.74769,2014-10-15,10.40 am,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,4,1,0,0,10,11,0,0,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,21,26
39,Round 1,Site 43,Western Downs RC,Moonie Hwy,-27.33504,150.8456,2014-10-15,11.20 am,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,11,0,0,9,20,0,0,0,3,0,5,0,0,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,1,16,34
40,Round 1,Site 44,Western Downs RC,Moonie Hwy,-27.92741,149.87367,2014-10-14,12.30pm,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,3,0,0,6,9,0,0,0,5,0,2,0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,30,36
41,Round 1,Site 45,Western Downs RC,Moonie Hwy,-27.83196,150.15318,2014-10-14,1.30 pm,3,0,0,0,0,0,18,0,0,0,18,0,0,0,21,21,1,0,0,11,12,9,0,0,17,26,0,0,0,0,0,0,5,0,5,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,53,86
42,Round 1,Site 46,Toowoomba RC,New England Hwy,-27.51216,151.95424,2014-11-18,9.45 am,56,0,0,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,9,21,31
43,Round 1,Site 48,Toowoomba RC,New England Hwy,,,2014-11-19,10.45 am,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,1,9,0,0,35,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,3,0,108,105,1,47,3,156
44,Round 1,Site 49,Toowoomba RC,New England Hwy,-27.42113,151.99307,2014-11-19,9.45 am,30,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3
45,Round 1,Site 50,Toowoomba RC,New England Hwy,-27.716,151.911,2014-11-18,11.00 am,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
46,Round 1,Site 52,Toowoomba RC,New England Hwy,-27.71627,151.90047,2014-11-19,8.30 am,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Round 1,Site 28,Southern Downs RC,Cunningham Hwy,-28.20083,151.95254,2014-10-10,12.15 pm,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
48,Round 1,Site 55,Maranoa RC,Warrego Hwy,-26.48611,147.851436,2014-10-15,2.30 pm,8,0,0,0,0,0,3,0,0,0,3,0,0,0,1,1,2,0,0,1,3,0,0,0,0,0,0,0,7,6,0,0,2,7,9,0,2,1,5,8,0,0,0,10,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,10,31,48
49,Round 1,Site 56,Maranoa RC,Warrego Hwy,-26.6209,149.457068,2014-10-15,9.25 am,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,138,0,0,1,139,0,0,4,9,0,0,0,4,4,0,0,2,4,6,0,0,0,16,16,0,0,0,0,0,0,2,0,2,0,0,0,32,32,138,0,8,69,215
50,Round 1,Site 57,Toowoomba RC,Warrego Hwy,-27.565,151.99,2014-11-18,2.00 pm,97,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,22,0,0,0,22,6,0,0,1,7,0,0,1,0,0,0,1,0,1,0,0,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,5,5,50,0,3,10,63
51,Round 1,Site 59,Western Downs RC,Warrego Hwy,-26.64315,150.0113,2014-10-16,10.30 am,18,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,10,126,0,0,0,6,0,4,3,3,10,0,0,0,5,5,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,4,3,64,187
52,Round 1,Site 60,Maranoa RC,Warrego Hwy,-26.48697,148.041911,2014-10-15,3.35 pm,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,3,9
53,Round 1,Site 61,Maranoa RC,Warrego Hwy,-26.598035,149.300086,2014-10-15,11.20 am,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,9,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,18,19
54,Round 1,Site 62,Toowoomba RC,Warrego Hwy,-27.46388,151.73211,2014-11-19,3.00 pm,53,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,4
55,Round 1,Site 63,Western Downs RC,Warrego Hwy,-26.75388,150.65316,2014-10-15,4.00 pm,37,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,2,0,2,0,0,0,8,8,0,0,3,17,0,0,1,1,2,0,0,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,30,45
56,Round 1,Site 64,Western Downs RC,Warrego Hwy,-26.65508,150.16703,2014-10-16,1.00pm,20,0,0,0,1,1,4,0,0,0,4,0,0,0,2,2,0,0,2,7,9,117,0,0,6,123,0,0,0,2,0,0,0,0,0,0,0,2,7,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,4,26,151
57,Round 1,Site 65,Maranoa RC,Warrego Hwy,-26.581306,148.71761,2014-10-15,12.05 pm,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,6,6,4,0,1,0,5,0,0,0,0,0,0,1,0,1,0,0,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,14,22
58,Round 1,Site 66,Maranoa RC,Warrego Hwy,-26.581431,148.718428,2014-10-15,1.10 pm,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,6,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,4,12
59,Round 1,Site 67,Toowoomba RC,Warrego Hwy,-27.41275,151.67678,2014-11-19,1.30 pm,57,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,9
60,Round 1,Site 68,Toowoomba RC,Warrego Hwy,-27.57155,151.98162,2014-11-18,9.00 am,74,0,0,1,0,1,9,0,0,0,9,0,0,0,0,0,2,2,1,5,10,0,0,0,0,0,0,0,0,1,0,0,1,4,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,11,2,4,14,31
61,Round 1,Site 69,Western Downs RC,Warrego Hwy,-26.96969,150.98376,2014-10-15,5.45 pm,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,18,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,24
62,Round 1,Site 70,Western Downs RC,Warrego Hwy,-26.67732,150.41197,2014-10-16,2.25 pm,42,0,0,0,0,0,1,0,0,0,1,1,0,0,2,3,1,0,0,5,6,1,0,0,1,2,0,0,0,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,1,0,19,24
63,Round 1,Site 71,Mackay RC,Peak Downs Hwy,-22.0492,148.13158,2014-10-23,11.30 am,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,2,64,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,9,71
64,Round 1,Site 72,Mackay RC,Peak Downs Hwy,-21.60861,148.72612,2014-10-23,5.00pm,27,0,0,0,1,1,2,0,0,0,2,0,0,0,4,4,0,0,0,15,15,83,0,0,23,106,0,0,3,13,1,0,1,6,8,0,0,4,9,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,8,72,166
65,Round 1,Site 73,Mackay RC,Peak Downs Hwy,-21.38817,148.94095,2014-10-24,9.30 am,29,0,0,0,0,0,7,0,0,0,7,0,0,0,2,2,0,0,0,4,4,76,0,0,6,82,0,0,1,10,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1,32,116
66,Round 1,Site 74,Mackay RC,Peak Downs Hwy,-21.88514,148.41015,2014-10-23,1.22 pm,20,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,1,0,3,4,79,0,1,26,106,0,1,1,14,0,0,0,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2,2,51,137
67,Round 1,Site 75,Mackay RC,Peak Downs Hwy,-21.814,148.6812,2014-10-23,2.45 pm,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,2,0,0,2,8,0,0,0,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,15,19
68,Round 1,Site 76,Mackay RC,Peak Downs Hwy,-21.50784,148.79193,2014-10-24,11.25 am,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,3,80,1,0,31,112,0,0,2,8,0,0,0,1,1,0,0,0,10,10,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,80,1,2,82,165
69,Round 1,Site 77,Mackay RC,Peak Downs Hwy,-21.94138,148.30023,2014-10-23,12.40 pm,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
70,Round 1,Site 78,Mackay RC,Peak Downs Hwy,-21.81344,148.68217,2014-10-23,3.25 pm,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
71,Round 1,Site 79,Mackay RC,Peak Downs Hwy,-21.43302,148.87991,2014-10-24,10.45 am,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
72,Round 1,Site 31,Southern Downs RC,Cunningham Hwy,-28.074186,152.186912,2014-10-10,10.15 am,32,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,8,15
73,Round 1,Site 47,Southern Downs RC,New England Hwy,-28.28771,151.9528,2014-10-10,2.00 pm,23,0,0,26,0,26,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,5,0,0,0,4,4,0,0,0,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27,14,47
74,Round 1,Site 51,Southern Downs RC,New England Hwy,-28.32401,151.91914,2014-10-10,4.00 pm,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,8,13,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,13,27
75,Round 1,Site 53,Southern Downs RC,New England Hwy,-28.29997,151.92949,2014-10-10,2.50 pm,31,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3
76,Round 1,Site 54,Southern Downs RC,New England Hwy,-28.45226,151.95573,2014-10-10,3.30 pm,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,7
77,Round 2,Site 24,Southern Downs RC,Cunningham Hwy,-28.1811,151.90774,2015-05-19,11:05am,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,3,0,0,6,6,12,0,0,3,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,16,27
78,Round 2,Site 25,Southern Downs RC,Cunningham Hwy,-28.059344,152.321498,2015-05-19,9:30am,26,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,0,0,1,3,0,1,7,7,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,12,26
79,Round 2,Site 28,Southern Downs RC,Cunningham Hwy,-28.20083,151.95254,2015-05-19,11:30am,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Round 2,Site 1,Balonne SC,Barwon Hwy,-28.34648,148.83425,2015-05-27,,4,0,0,0,0,0,149,3,0,0,152,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,3,5,3,167
81,Round 2,Site 2,Balonne SC,Barwon Hwy,-28.353551,148.953699,2015-05-27,9:40am,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,3
82,Round 2,Site 3,Goondiwindi RC,Barwon Hwy,-28.419,149.6741,2015-05-27,11:30am,1,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,5,17
83,Round 2,Site 4,Goondiwindi RC,Barwon Hwy,-28.44234,149.72693,2015-05-27,12:00pm,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,6,8
84,Round 2,Site 5,Goondiwindi RC,Barwon Hwy,-28.47378,149.51393,2015-05-27,10:35am,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4
85,Round 2,Site 6,Balonne SC,Barwon Hwy,-28.356073,148.884019,2015-05-27,9:00am,2,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,1,12
86,Round 2,Site 7,Goondiwindi RC,Barwon Hwy,-28.4366,149.77331,2015-05-27,12:30pm,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
87,Round 2,Site 8,Goondiwindi RC,Barwon Hwy,-28.42587,149.94518,2015-05-27,2:45pm,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,6
88,Round 2,Site 9,Goondiwindi RC,Barwon Hwy,-28.50042,150.12953,2015-05-27,2:15pm,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,9,0,0,2,11
89,Round 2,Site 10,Goondiwindi RC,Barwon Hwy,-28.46433,150.03195,2015-05-27,1:50pm,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
90,Round 2,Site 11,Maranoa RC,Carnarvon Hwy,-26.197053,148.703538,2015-05-26,11:10am,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
91,Round 2,Site 12,Maranoa RC,Carnarvon Hwy,-26.658199,148.875451,2015-05-26,9:30am,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,18
92,Round 2,Site 13,Balonne SC,Carnarvon Hwy,-27.68305,148.81744,2015-05-27,,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,9
93,Round 2,Site 14,Balonne SC,Carnarvon Hwy,-28.34238,148.83122,2015-05-27,,1,0,0,2,0,2,5,0,0,0,5,0,0,0,0,0,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,46,0,7,5,58
94,Round 2,Site 15,Balonne SC,Carnarvon Hwy,-28.945315,148.9741,2015-05-27,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Round 2,Site 16,Maranoa RC,Carnarvon Hwy,-26.476452,148.799126,2015-06-10,11:30pm,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34
96,Round 2,Site 17,Maranoa RC,Carnarvon Hwy,-26.485159,148.796118,2015-05-26,1:25pm,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Round 2,Site 18,Maranoa RC,Carnarvon Hwy,-26.630476,148.870191,2015-05-26,10:00am,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Round 2,Site 19,Maranoa RC,Carnarvon Hwy,-26.441357,148.79566,2015-05-27,12:05pm,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
99,Round 2,Site 21,Balonne SC,Carnarvon Hwy,-28.06027,148.63175,2015-05-27,,8,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,7
100,Round 2,Site 22,Balonne SC,Carnarvon Hwy,-28.35419,148.84764,2015-05-27,8.00am,11,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
101,Round 2,Site 23,Balonne SC,Carnarvon Hwy,-28.89322,148.93916,2015-05-27,,2,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22
102,Round 2,Site 26,Goondiwindi RC,Cunningham Hwy,-28.49518,150.41039,2015-05-28,7:45am,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,4,5,1,1,1,12,15
103,Round 2,Site 27,Goondiwindi RC,Cunningham Hwy,-28.515517,150.9177,2015-05-28,8:50am,6,0,0,0,1,1,6,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,11,1,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,0,12,15,33
104,Round 2,Site 31,Southern Downs RC,Cunningham Hwy,-28.074186,152.186912,2015-05-19,10:10am,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4
105,Round 2,Site 29,Goondiwindi RC,Cunningham Hwy,-28.4091,151.17122,2015-05-28,10:30am,16,0,0,0,0,0,11,0,0,0,11,0,0,0,1,1,0,0,0,10,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,0,1,11,26
